Time,WAP Browser Request Number,WAP Browser Request Success Ratio(%),HTTP Browser Request Number,HTTP Browser Request Success Ratio(%),JAVA Download Request Number,JAVA Download Request Success Ratio(%),MMS POST Request Number,MMS POST Request Success Ratio(%),MMS GET Request Number,MMS GET Request Ratio(%),PUSH Request Number,PUSH Request Success Ratio(%),Radius Request Number,Radius Request Success Ratio(%),Request Number,Request Success Ratio(%),Online User Number,Gateway Forward Request Delay(ms),Gateway Forward Response Delay(ms),SP Delay(ms),Service Delay(ms)
00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
05:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0,0,0,0,0
06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
08:00,0,0,0,0,0,0,0,0,0,0,0,0,4,100,4,100.00,0,0,0,0,0
09:00,0,0,0,0,0,0,0,0,0,0,0,0,12,100,12,100.00,0,0,0,0,0
10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0
12:00,0,0,6,33.33,0,0,0,0,0,0,0,0,5,100,11,63.63,1,6,0.5,37.5,44.33
13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
17:00,0,0,0,0,0,0,0,0,0,0,0,0,2,100,2,100.00,1,0,0,0,0
18:00,0,0,0,0,0,0,0,0,0,0,0,0,8,100,8,100.00,1,0,0,0,0
19:00,0,0,4,50,0,0,0,0,0,0,0,0,8,100,12,83.33,1,43.25,0.75,51.25,95.5
20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1,0,0,0,0
23:00,0,0,2,50,0,0,0,0,0,0,0,0,0,0,2,50.00,1,93,0,51.5,144.5
